,file_number,word,frequency
2089,22_6834,volksinitiative,4
2090,22_6834,sinne,3
2091,22_6834,anlage,3
2092,22_6834,ausgewiesen,3
2093,22_6834,größe,3
2094,22_6834,anzugeben,3
2095,22_6834,stehen,3
2096,22_6834,entnehmen,3
2097,22_6834,erfolgt,3
2098,22_6834,quickborn,2
2099,22_6834,stadtgebiet,2
2100,22_6897,ifb,13
2101,22_6897,wohneinheiten,10
2102,22_6897,geförderten,7
2103,22_6897,quartal,7
2104,22_6897,öffentlich,6
2105,22_6897,november,6
2106,22_6897,zahlen,6
2107,22_6897,quelle,5
2108,22_6897,zeitraum,5
2109,22_6897,bewilligten,5
2110,22_6897,tabelle,5
2111,22_6897,jahres,5
2112,22_6897,fördermittel,5
2113,22_6897,oktober,4
2114,22_6897,absolut,4
2115,22_6897,vereinbart,4
2116,22_6897,anteilig,4
2117,22_6897,angeben,4
2118,22_6897,nov,4
2119,22_6897,investitions,3
2120,22_6900,summe,14
2121,22_6900,erstellung,12
2122,22_6900,bebauungspläne,12
2123,22_6900,planungsbüro,10
2124,22_6900,tabelle,10
2125,22_6900,eur,8
2126,22_6900,brutto,8
2127,22_6900,beauftragungskosten,8
2128,22_6900,stadtentwicklung,7
2129,22_6900,bebauungsplänen,7
2130,22_6900,gesamtsumme,7
2131,22_6900,bpläne,6
2132,22_6900,bezirksämter,5
2133,22_6900,bsw,5
2134,22_6900,externen,4
2135,22_6900,externe,4
2136,22_6900,erfolgt,4
2137,22_6900,dritten,4
2138,22_6900,beteiligung,4
2139,22_6900,zusammenarbeit,4
2140,22_6901,wahlkreis,8
2141,22_6901,einrichtungen,6
2142,22_6901,landes,5
2143,22_6901,zustand,5
2144,22_6901,feuerwehr,3
2145,22_6901,außenstellen,3
2146,22_6901,kommenden,2
2147,22_6901,millionen,2
2148,22_6901,befindet,2
2149,22_6901,angesiedelt,2
2150,22_6901,öffentliche,2
2151,22_6901,sondervermögen,2
2152,22_6901,einleitung,2
2153,22_6901,hintergrund,2
2154,22_6901,schulen,2
2155,22_6901,schulimmobilien,2
2156,22_6901,wandsbek,2
2157,22_6901,guten,2
2158,22_6901,sanierung,1
2159,22_6901,kleine,1
2160,22_6917,schäden,6
2161,22_6917,jugendwohngemeinschaft,4
2162,22_6917,rohrbruch,3
2163,22_6917,wasser,3
2164,22_6917,gelände,3
2165,22_6917,altengamme,3
2166,22_6917,bisher,2
2167,22_6917,wiederherstellung,2
2168,22_6917,casa,2
2169,22_6917,leb,2
2170,22_6917,sommerbad,2
2171,22_6917,damm,2
2172,22_6917,bekannt,2
2173,22_6917,ergriffen,2
2174,22_6917,einrichtung,2
2175,22_6917,liegewiese,2
2176,22_6917,rifugio,2
2177,22_6917,horster,2
2178,22_6917,ursachen,2
2179,22_6917,beseitigung,2
2180,22_6922,eichenhöhe,15
2181,22_6922,einrichtung,10
2182,22_6922,seniorenwohnanlage,9
2183,22_6922,eißendorf,6
2184,22_6922,vzä,6
2185,22_6922,betreiber,5
2186,22_6922,personen,5
2187,22_6922,belegung,5
2188,22_6922,personal,5
2189,22_6922,pflegebereich,5
2190,22_6922,ab,4
2191,22_6922,baugenehmigung,4
2192,22_6922,erfolgt,4
2193,22_6922,dezember,4
2194,22_6922,stichtag,4
2195,22_6922,asylbewerberunterkunft,4
2196,22_6922,unterbringung,4
2197,22_6922,räumlichkeiten,4
2198,22_6922,bebauungsplan,3
2199,22_6922,bebauungsplanes,3
2200,22_6926,leuchtturm,10
2201,22_6926,insel,5
2202,22_6926,voraussichtlich,5
2203,22_6926,neuwerker,5
2204,22_6926,betrieb,5
2205,22_6926,senator,4
2206,22_6926,turm,4
2207,22_6926,leuchtturmes,4
2208,22_6926,neuwerk,4
2209,22_6926,sommer,4
2210,22_6926,millionen,4
2211,22_6926,dressel,4
2212,22_6926,sanierung,4
2213,22_6926,vorbemerkung,3
2214,22_6926,personal,3
2215,22_6926,abgeschlossen,3
2216,22_6926,leuchtturms,3
2217,22_6926,aufgrund,3
2218,22_6926,turmes,3
2219,22_6926,vorgesehen,3
2220,22_6927,neuwerk,12
2221,22_6927,insel,11
2222,22_6927,entwicklungskonzept,4
2223,22_6927,sanierungskonzept,4
2224,22_6927,wohnraum,4
2225,22_6927,besteht,4
2226,22_6927,statistik,3
2227,22_6927,konnten,3
2228,22_6927,aufgezeigt,3
2229,22_6927,konnte,3
2230,22_6927,fragestellung,3
2231,22_6927,einwohnerzahl,3
2232,22_6927,geführt,3
2233,22_6927,übrigen,3
2234,22_6927,verhältnis,3
2235,22_6927,einwohner,3
2236,22_6927,kilometer,3
2237,22_6927,deich,3
2238,22_6927,inselschule,3
2239,22_6927,hpa,2
2240,22_6978,billwerder,10
2241,22_6978,auslegung,9
2242,22_6978,lapro,6
2243,22_6978,fnp,6
2244,22_6978,dezember,5
2245,22_6978,kfs,5
2246,22_6978,arbeitskreis,4
2247,22_6978,bsw,4
2248,22_6978,bebauungsplan,4
2249,22_6978,september,4
2250,22_6978,stellungnahmen,4
2251,22_6978,gemäß,4
2252,22_6978,bergedorf,4
2253,22_6978,stadtentwicklung,4
2254,22_6978,gremien,4
2255,22_6978,flächennutzungsplans,4
2256,22_6978,ii,4
2257,22_6978,zeitpunkt,3
2258,22_6978,zustimmung,3
2259,22_6978,plandiskussion,3
2260,22_6988,wandsbek,3
2261,22_6988,pumpwerk,3
2262,22_6988,hundefreilauffläche,3
2263,22_6988,rückbau,3
2264,22_6988,grünanlage,2
2265,22_6988,hw,2
2266,22_6988,abgerissen,2
2267,22_6988,abgeschlossen,2
2268,22_6988,angaben,2
2269,22_6988,ankauf,2
2270,22_6988,gemacht,2
2271,22_6988,ende,2
2272,22_6988,bearbeitung,2
2273,22_6988,einleitung,2
2274,22_6988,integration,2
2275,22_6988,befindet,2
2276,22_6988,geplant,2
2277,22_6988,maßnahme,1
2278,22_6988,vorbereitende,1
2279,22_6988,appelhoffweiher,1
2280,22_6989,haspa,12
2281,22_6989,peb,11
2282,22_6989,vergabevermerk,10
2283,22_6989,bietergemeinschaft,9
2284,22_6989,procom,9
2285,22_6989,falls,6
2286,22_6989,verfahren,6
2287,22_6989,projektgesellschaft,6
2288,22_6989,bieter,6
2289,22_6989,gmbh,5
2290,22_6989,co,5
2291,22_6989,kg,5
2292,22_6989,zuschlag,4
2293,22_6989,altona,4
2294,22_6989,übrigen,4
2295,22_6989,angebote,4
2296,22_6989,angebot,4
2297,22_6989,verfahrens,4
2298,22_6989,zusammenhang,3
2299,22_6989,bestätigen,3
2300,22_6994,geflüchtete,26
2301,22_6994,personen,19
2302,22_6994,unterbringungsbedarf,14
2303,22_6994,insgesamt,10
2304,22_6994,asylantrag,9
2305,22_6994,erstaufnahme,9
2306,22_6994,belegung,8
2307,22_6994,ankunftszentrum,8
2308,22_6994,differenzieren,7
2309,22_6994,gab,7
2310,22_6994,dezember,7
2311,22_6994,schutzstatus,7
2312,22_6994,kamen,7
2313,22_6994,ankommende,6
2314,22_6994,plätze,6
2315,22_6994,blieben,6
2316,22_6994,afghanistan,6
2317,22_6994,erstaufnahmeeinrichtungen,6
2318,22_6994,menschen,6
2319,22_6994,schmiedekoppel,6
2320,22_7041,sozialbehörde,16
2321,22_7041,bukea,13
2322,22_7041,bwi,7
2323,22_7041,termingerecht,5
2324,22_7041,anträge,5
2325,22_7041,bkm,4
2326,22_7041,nutzen,4
2327,22_7041,bvm,4
2328,22_7041,unterstützen,4
2329,22_7041,hamburgs,4
2330,22_7041,kehrwieder,3
2331,22_7041,bericht,3
2332,22_7041,entwicklung,3
2333,22_7041,unterstützung,3
2334,22_7041,bwfgb,3
2335,22_7041,beschlossenen,3
2336,22_7041,ersuchen,3
2337,22_7041,mehr,3
2338,22_7041,umgesetzt,3
2339,22_7041,sichern,3
2340,22_7043,tiny,22
2341,22_7043,houses,21
2342,22_7043,nachfrage,4
2343,22_7043,möglich,3
2344,22_7043,projekte,3
2345,22_7043,entsprechend,3
2346,22_7043,alternative,3
2347,22_7043,wohnformen,3
2348,22_7043,zuständigen,3
2349,22_7043,aufstellung,3
2350,22_7043,attraktive,3
2351,22_7043,beispiel,2
2352,22_7043,menschen,2
2353,22_7043,kleinen,2
2354,22_7043,bezirk,2
2355,22_7043,kleine,2
2356,22_7043,wären,2
2357,22_7043,ziel,2
2358,22_7043,spezielle,2
2359,22_7043,dauerhafte,2
2360,22_7044,wasserturms,7
2361,22_7044,altona,7
2362,22_7044,zustand,6
2363,22_7044,db,6
2364,22_7044,turms,5
2365,22_7044,wasserturm,4
2366,22_7044,netz,4
2367,22_7044,mitte,4
2368,22_7044,ag,4
2369,22_7044,eigentümerin,3
2370,22_7044,denkmal,3
2371,22_7044,denkmals,3
2372,22_7044,hintergrund,3
2373,22_7044,reparaturarbeiten,3
2374,22_7044,turm,3
2375,22_7044,technischen,3
2376,22_7044,erhalt,3
2377,22_7044,hamburgaltona,3
2378,22_7044,bahn,2
2379,22_7044,ev,2
2380,22_7046,gutachten,9
2381,22_7046,konzeptausarbeitungen,6
2382,22_7046,detailliert,4
2383,22_7046,erläutern,4
2384,22_7046,beauftragt,3
2385,22_7046,fachbehörden,3
2386,22_7046,externen,3
2387,22_7046,vielen,3
2388,22_7046,konkreten,3
2389,22_7046,darstellen,2
2390,22_7046,erstellung,2
2391,22_7046,gesondert,2
2392,22_7046,gründen,2
2393,22_7046,fallenden,2
2394,22_7046,ergebnissen,2
2395,22_7046,mitarbeiter,2
2396,22_7046,fällen,2
2397,22_7046,aufträge,2
2398,22_7046,anbieter,2
2399,22_7046,ziffer,2
2400,22_7060,windkraftanlagen,22
2401,22_7060,windenergieanlagen,17
2402,22_7060,eignungsgebiete,13
2403,22_7060,wka,10
2404,22_7060,leistung,8
2405,22_7060,weitere,7
2406,22_7060,geprüft,7
2407,22_7060,energien,6
2408,22_7060,außenbereich,6
2409,22_7060,windenergie,6
2410,22_7060,befinden,6
2411,22_7060,stadtstaat,5
2412,22_7060,megawatt,5
2413,22_7060,gewerbe,5
2414,22_7060,übrigen,5
2415,22_7060,zudem,5
2416,22_7060,ausbau,5
2417,22_7060,errichtung,5
2418,22_7060,henw,4
2419,22_7060,flächennutzungsplan,4
2420,22_7066,flurstück,9
2421,22_7066,verwaltungsvermögen,5
2422,22_7066,biotopverbunds,4
2423,22_7066,flurstücks,4
2424,22_7066,grundvermögen,4
2425,22_7066,bezüglich,4
2426,22_7066,überlassung,4
2427,22_7066,verbunden,3
2428,22_7066,aktuell,3
2429,22_7066,bebauungsplans,3
2430,22_7066,allgemeinen,3
2431,22_7066,wandsbek,3
2432,22_7066,darstellung,3
2433,22_7066,anforderungen,3
2434,22_7066,verein,3
2435,22_7066,volksdorf,3
2436,22_7066,laut,3
2437,22_7066,freie,3
2438,22_7066,unmittelbaren,3
2439,22_7066,befindet,3
2440,22_7095,oldenfelder,7
2441,22_7095,bürgerpark,4
2442,22_7095,arbeiten,4
2443,22_7095,au,3
2444,22_7095,bürgerparks,3
2445,22_7095,berner,3
2446,22_7095,sanierung,3
2447,22_7095,anstehende,2
2448,22_7095,bleibt,2
2449,22_7095,inwieweit,2
2450,22_7095,besser,2
2451,22_7095,erhalten,2
2452,22_7095,bürgerverein,2
2453,22_7095,festwiese,2
2454,22_7095,grandwege,2
2455,22_7095,nutzbar,2
2456,22_7095,grünzug,2
2457,22_7095,veranschlagt,2
2458,22_7095,umfasst,1
2459,22_7095,änderungswünsche,1
2460,22_7108,wandsbek,12
2461,22_7108,sportplatzes,9
2462,22_7108,neuen,9
2463,22_7108,neumarkt,8
2464,22_7108,sportanlage,6
2465,22_7108,bezirksversammlung,6
2466,22_7108,lph,5
2467,22_7108,neuerrichtung,5
2468,22_7108,inbetriebnahme,5
2469,22_7108,alten,5
2470,22_7108,sportstättenbau,5
2471,22_7108,auslegung,5
2472,22_7108,erfolgen,4
2473,22_7108,bebauungsplanes,4
2474,22_7108,vorweggenehmigungsreife,4
2475,22_7108,bebauungsplanverfahrens,4
2476,22_7108,planungsausschusses,3
2477,22_7108,zeitliche,3
2478,22_7108,zeitlichen,3
2479,22_7108,aufgeben,3
2480,22_7114,bezirk,19
2481,22_7114,wasser,16
2482,22_7114,liegeplätze,14
2483,22_7114,hausboote,10
2484,22_7114,hamburgmitte,8
2485,22_7114,wasserflächen,7
2486,22_7114,harburg,7
2487,22_7114,eilbekkanal,6
2488,22_7114,bezirken,4
2489,22_7114,konnten,4
2490,22_7114,hamburgnord,4
2491,22_7114,hochwasserbassin,4
2492,22_7114,gab,4
2493,22_7114,damaligen,4
2494,22_7114,genehmigungsverfahren,3
2495,22_7114,eimsbüttel,3
2496,22_7114,ersten,3
2497,22_7114,erschließung,3
2498,22_7114,bsu,3
2499,22_7114,gründen,3
2500,22_7120,rahlaukamp,10
2501,22_7120,steenmoorecke,9
2502,22_7120,tonndorf,4
2503,22_7120,gespräche,3
2504,22_7120,hexenwäldchen,3
2505,22_7120,grundvermögen,3
2506,22_7120,bebauungsplan,2
2507,22_7120,wohnungsbau,2
2508,22_7120,abgeschlossen,2
2509,22_7120,handelt,2
2510,22_7120,stadtteil,2
2511,22_7120,bauzaun,2
2512,22_7120,ecke,2
2513,22_7120,bäume,2
2514,22_7120,bebauung,2
2515,22_7120,wohnbauflächen,2
2516,22_7120,groß,2
2517,22_7120,bauleitplanung,2
2518,22_7120,flurstück,2
2519,22_7120,entfernt,2
2520,22_7150,anteil,5
2521,22_7150,bebauungsplanverfahren,4
2522,22_7150,verfahren,4
2523,22_7150,ausarbeitung,4
2524,22_7150,erfolgen,3
2525,22_7150,wandsbek,3
2526,22_7150,einleitung,3
2527,22_7150,abwägung,3
2528,22_7150,bezirk,3
2529,22_7150,bergedorf,3
2530,22_7150,bebauungsplänen,3
2531,22_7150,planungsämtern,3
2532,22_7150,aufgrund,3
2533,22_7150,bau,3
2534,22_7150,antworten,3
2535,22_7150,prozesse,3
2536,22_7150,planungsbüros,3
2537,22_7150,baurechte,2
2538,22_7150,digitalisierung,2
2539,22_7150,fremdvergabe,2
2540,22_7184,wohnungsbau,11
2541,22_7184,absatz,10
2542,22_7184,frei,8
2543,22_7184,wäre,8
2544,22_7184,artikel,7
2545,22_7184,vertrag,6
2546,22_7184,hamburgs,6
2547,22_7184,geförderten,6
2548,22_7184,grünen,6
2549,22_7184,flächennutzungsplans,6
2550,22_7184,wohnungen,6
2551,22_7184,neuaufstellung,5
2552,22_7184,finanzierten,5
2553,22_7184,wohneinheiten,5
2554,22_7184,wohnraumförderung,5
2555,22_7184,stadtgrün,5
2556,22_7184,wohnraum,5
2557,22_7184,blömeke,4
2558,22_7184,gilt,4
2559,22_7184,möglich,4
2560,22_7211,rhb,19
2561,22_7211,hw,9
2562,22_7211,bezirksämter,6
2563,22_7211,grundinstandsetzung,6
2564,22_7211,unterhaltung,6
2565,22_7211,bezirksämtern,5
2566,22_7211,geprüft,4
2567,22_7211,unterteilt,4
2568,22_7211,ausbaggerung,3
2569,22_7211,rückhaltebecken,3
2570,22_7211,zuständig,3
2571,22_7211,anzugeben,3
2572,22_7211,kleine,2
2573,22_7211,letzten,2
2574,22_7211,angeben,2
2575,22_7211,mittel,2
2576,22_7211,ausgegeben,2
2577,22_7211,jedoch,2
2578,22_7211,angabe,2
2579,22_7211,erfolgt,2
2580,22_7222,flurstück,8
2581,22_7222,verein,7
2582,22_7222,genau,7
2583,22_7222,liegt,4
2584,22_7222,öffentliche,4
2585,22_7222,zuständigen,4
2586,22_7222,befindet,4
2587,22_7222,grundvermögen,4
2588,22_7222,vermietung,4
2589,22_7222,stelle,4
2590,22_7222,allgemeinen,3
2591,22_7222,mietvertrag,3
2592,22_7222,mietverhältnisses,3
2593,22_7222,bebauungsplans,3
2594,22_7222,angrenzenden,3
2595,22_7222,unmittelbar,3
2596,22_7222,statt,3
2597,22_7222,märz,3
2598,22_7222,gartennutzung,3
2599,22_7222,ergebnis,3
2600,22_7240,este,16
2601,22_7240,süderelbe,10
2602,22_7240,storchennestsiel,7
2603,22_7240,bau,7
2604,22_7240,nhn,5
2605,22_7240,schöpfwerkes,5
2606,22_7240,entwässerung,5
2607,22_7240,gebiet,4
2608,22_7240,deichlinie,4
2609,22_7240,sperrtiden,4
2610,22_7240,stade,4
2611,22_7240,entwässert,4
2612,22_7240,buxtehude,4
2613,22_7240,zweiten,4
2614,22_7240,km,3
2615,22_7240,westlich,3
2616,22_7240,neuordnung,3
2617,22_7240,tideelbe,3
2618,22_7240,harburg,3
2619,22_7240,alte,3
2620,22_7254,unterbringungsbedarf,11
2621,22_7254,personen,10
2622,22_7254,geflüchtete,10
2623,22_7254,januar,10
2624,22_7254,standorte,7
2625,22_7254,plätze,6
2626,22_7254,unterbringung,6
2627,22_7254,folgeunterkünften,5
2628,22_7254,geflüchteten,5
2629,22_7254,fw,4
2630,22_7254,ende,4
2631,22_7254,gab,4
2632,22_7254,bislang,4
2633,22_7254,verblieben,4
2634,22_7254,asylantrag,4
2635,22_7254,öffentlichrechtlichen,4
2636,22_7254,zurzeit,3
2637,22_7254,kamen,3
2638,22_7254,situation,3
2639,22_7254,sollen,3
2640,22_7262,steilshoop,7
2641,22_7262,planungen,6
2642,22_7262,geplant,5
2643,22_7262,gespräche,5
2644,22_7262,gewerbetreibenden,5
2645,22_7262,berücksichtigt,4
2646,22_7262,hiw,4
2647,22_7262,eigentum,3
2648,22_7262,bezirksversammlung,3
2649,22_7262,flurstück,3
2650,22_7262,schwarzer,3
2651,22_7262,ha,3
2652,22_7262,sitzung,2
2653,22_7262,gebeten,2
2654,22_7262,errichtung,2
2655,22_7262,bebauungsplanverfahren,2
2656,22_7262,mbh,2
2657,22_7262,hintergrund,2
2658,22_7262,firmen,2
2659,22_7262,wirtschaftsförderungsgesellschaft,2
2660,22_7303,vergabeverfahren,7
2661,22_7303,anwendung,5
2662,22_7303,nachprüfungsverfahren,5
2663,22_7303,vergabekammer,4
2664,22_7303,vergabe,4
2665,22_7303,markterkundung,4
2666,22_7303,bestimmungen,4
2667,22_7303,öffentliche,4
2668,22_7303,fällen,4
2669,22_7303,vergabeverfahrens,4
2670,22_7303,aufträge,4
2671,22_7303,öffentlicher,3
2672,22_7303,vergaben,3
2673,22_7303,übrigen,3
2674,22_7303,vergabeart,3
2675,22_7303,gwb,3
2676,22_7303,ausschreibung,3
2677,22_7303,vergaberechts,3
2678,22_7303,vorbemerkung,2
2679,22_7303,auftraggeber,2
2680,22_7452,frauen,14
2681,22_7452,hamburgischen,11
2682,22_7452,anteil,11
2683,22_7452,la,10
2684,22_7452,verwaltung,8
2685,22_7452,januar,8
2686,22_7452,stichtag,7
2687,22_7452,getrennt,7
2688,22_7452,entwickelt,7
2689,22_7452,führungsfunktion,7
2690,22_7452,pro,6
2691,22_7452,angeben,6
2692,22_7452,führungsfunktionen,6
2693,22_7452,gleichstellung,5
2694,22_7452,anlage,5
2695,22_7452,personalbericht,5
2696,22_7452,hcgk,4
2697,22_7452,letzten,4
2698,22_7452,weiblicher,4
2699,22_7452,polizeivollzugsbeamtinnen,4
2700,22_7491,verbrauch,9
2701,22_7491,anlage,4
2702,22_7491,senken,4
2703,22_7491,anzugeben,4
2704,22_7491,projekt,4
2705,22_7491,dafür,4
2706,22_7491,entstanden,4
2707,22_7491,eingeleitet,4
2708,22_7491,möglich,4
2709,22_7491,vorbemerkung,4
2710,22_7491,bezirksämter,4
2711,22_7491,übrigen,4
2712,22_7491,strom,4
2713,22_7491,gas,4
2714,22_7491,verbraucht,4
2715,22_7491,verbräuche,3
2716,22_7491,öl,3
2717,22_7491,müssen,3
2718,22_7491,dienstgebäude,3
2719,22_7491,einsparungen,3
2720,22_7517,veritaskai,5
2721,22_7517,käufer,4
2722,22_7517,bauverpflichtung,4
2723,22_7517,hotelneubauten,3
2724,22_7517,fristen,3
2725,22_7517,bauantrag,3
2726,22_7517,coronapandemie,2
2727,22_7517,infolge,2
2728,22_7517,investoren,2
2729,22_7517,investor,2
2730,22_7517,absatz,2
2731,22_7517,stand,2
2732,22_7517,kaufverträge,2
2733,22_7517,binnenhafen,2
2734,22_7517,finanzierung,2
2735,22_7517,harburg,2
2736,22_7517,gestellt,2
2737,22_7517,harburger,2
2738,22_7517,hotelprojekt,2
2739,22_7517,verkauft,2
2740,22_7523,st,65
2741,22_7523,pauli,46
2742,22_7523,wohnungen,32
2743,22_7523,möglich,21
2744,22_7523,süd,21
2745,22_7523,saga,19
2746,22_7523,karoviertel,19
2747,22_7523,paulinord,17
2748,22_7523,differenzieren,15
2749,22_7523,nord,12
2750,22_7523,stadtteil,12
2751,22_7523,bindung,8
2752,22_7523,fünf,8
2753,22_7523,förderweg,7
2754,22_7523,quelle,7
2755,22_7523,tabelle,6
2756,22_7523,sagawohnungen,6
2757,22_7523,letzten,6
2758,22_7523,frei,6
2759,22_7523,planungen,6
2760,22_7580,volksdorf,4
2761,22_7580,inzwischen,3
2762,22_7580,genau,3
2763,22_7580,plangebiet,3
2764,22_7580,ankaufs,2
2765,22_7580,einzelnen,2
2766,22_7580,stand,2
2767,22_7580,ankauf,2
2768,22_7580,geplanten,2
2769,22_7580,änderungen,2
2770,22_7580,naturschutz,2
2771,22_7580,flurstücke,2
2772,22_7580,landschaftspflege,2
2773,22_7580,übernehmen,1
2774,22_7580,kraft,1
2775,22_7580,naturschutzrechtlichen,1
2776,22_7580,flurstück,1
2777,22_7580,zugunsten,1
2778,22_7580,kontakte,1
2779,22_7580,angezeigt,1
